,action_taken,denial_reason_1,denial_reason_2,denial_reason_3
122817,3,,,
122818,1,,,
122819,3,,,
122820,3,7.0,,
122821,1,,,
122822,1,,,
122825,1,,,
122827,1,,,
122828,2,,,
122830,1,,,
122831,1,,,
122832,1,,,
122833,1,,,
122834,2,,,
122836,1,,,
122837,1,,,
122838,1,,,
122839,1,,,
122841,1,,,
122842,1,,,
122843,1,,,
122844,1,,,
122847,3,,,
122848,1,,,
122849,5,,,
122851,1,,,
122852,1,,,
122854,3,,,
122856,5,,,
122857,1,,,
122860,1,,,
122863,1,,,
122864,1,,,
122865,1,,,
122866,1,,,
122867,1,,,
122868,1,,,
122869,1,,,
122870,1,,,
122871,1,,,
122873,1,,,
122874,1,,,
122877,1,,,
122879,1,,,
122880,3,9.0,,
122881,1,,,
122882,1,,,
122884,1,,,
122887,1,,,
122888,2,,,
122889,5,,,
122890,1,,,
122891,5,,,
122892,1,,,
122893,1,,,
122894,1,,,
122895,1,,,
122897,1,,,
122899,1,,,
122900,1,,,
122903,5,,,
122905,1,,,
122906,1,,,
122907,1,,,
122909,1,,,
122911,1,,,
122912,1,,,
122913,1,,,
122915,1,,,
122917,1,,,
122918,3,,,
122919,1,,,
122920,1,,,
122921,5,,,
122922,1,,,
122923,1,,,
122926,1,,,
122927,1,,,
122930,1,,,
122932,1,,,
122933,1,,,
122935,3,,,
122937,1,,,
122938,1,,,
122939,1,,,
122940,1,,,
122942,1,,,
122943,3,,,
122946,1,,,
122947,1,,,
122948,1,,,
122949,1,,,
122950,3,3.0,,
122953,2,,,
122954,5,,,
122955,1,,,
122956,1,,,
122958,1,,,
122960,1,,,
122961,1,,,
122964,2,,,
122966,1,,,
122967,1,,,
122968,3,1.0,,
122969,1,,,
122971,1,,,
122972,1,,,
122973,1,,,
122974,1,,,
122977,1,,,
122978,1,,,
122979,1,,,
122980,1,,,
122981,5,,,
122982,1,,,
122983,1,,,
122986,1,,,
122987,1,,,
122988,1,,,
122991,1,,,
122993,1,,,
122994,1,,,
122995,3,3.0,,
122997,1,,,
123000,1,,,
123001,1,,,
123003,1,,,
123004,1,,,
123005,1,,,
123006,1,,,
123007,1,,,
123008,1,,,
123009,1,,,
123010,1,,,
123013,1,,,
123014,5,,,
123015,5,,,
123016,1,,,
123017,1,,,
123019,1,,,
123020,5,,,
123021,1,,,
123022,1,,,
123024,1,,,
123025,1,,,
123026,1,,,
123030,1,,,
123031,1,,,
123033,1,,,
123035,1,,,
123036,1,,,
123037,3,1.0,8.0,
123039,5,,,
123041,5,,,
123043,1,,,
123044,5,,,
123046,1,,,
123049,1,,,
123051,1,,,
123052,1,,,
123053,1,,,
123055,2,,,
123056,1,,,
123057,1,,,
123058,1,,,
123059,1,,,
123062,1,,,
123064,1,,,
123065,1,,,
123067,1,,,
123071,1,,,
123073,1,,,
123075,1,,,
123076,5,,,
123077,1,,,
123078,1,,,
123079,1,,,
123080,1,,,
123081,1,,,
123082,1,,,
123083,1,,,
123084,1,,,
123085,1,,,
123086,1,,,
123088,1,,,
123090,1,,,
123091,1,,,
123092,1,,,
123093,1,,,
123094,1,,,
123095,1,,,
123096,1,,,
123097,1,,,
123098,1,,,
123100,1,,,
123101,1,,,
123103,1,,,
123105,3,3.0,,
123107,1,,,
123108,1,,,
123109,1,,,
123110,1,,,
123112,1,,,
123113,1,,,
123115,3,3.0,4.0,
123117,1,,,
123118,1,,,
123119,1,,,
123120,2,,,
123121,5,,,
123122,1,,,
123123,5,,,
123124,1,,,
123125,5,,,
123126,2,,,
123127,1,,,
123129,1,,,
123130,1,,,
123131,1,,,
123133,1,,,
123136,1,,,
123137,1,,,
123138,1,,,
123139,1,,,
123140,1,,,
123141,1,,,
123144,1,,,
123145,1,,,
123147,1,,,
123149,1,,,
123150,1,,,
123153,1,,,
123158,1,,,
123159,1,,,
123160,1,,,
123162,1,,,
123165,2,,,
123166,1,,,
123167,1,,,
123168,1,,,
123169,1,,,
123171,1,,,
123172,1,,,
123173,1,,,
123174,1,,,
123175,1,,,
123177,1,,,
123178,1,,,
123179,1,,,
123181,1,,,
123182,1,,,
123183,1,,,
123184,1,,,
123186,1,,,
123187,1,,,
123191,1,,,
123192,1,,,
123193,1,,,
123194,1,,,
123195,1,,,
123196,3,,,
123197,1,,,
123199,1,,,
123201,2,,,
123202,3,3.0,1.0,
123203,1,,,
123204,1,,,
123205,1,,,
123208,1,,,
123209,1,,,
123212,1,,,
123213,1,,,
123214,1,,,
123217,1,,,
123218,1,,,
123220,1,,,
123221,1,,,
123222,1,,,
123225,1,,,
123226,1,,,
123228,1,,,
123229,1,,,
123230,3,4.0,,
123231,1,,,
123233,1,,,
123234,1,,,
123235,1,,,
123236,1,,,
123237,1,,,
123239,1,,,
123240,1,,,
123241,1,,,
123244,1,,,
123248,1,,,
123251,1,,,
123252,1,,,
123253,2,,,
123254,1,,,
123255,1,,,
123256,1,,,
123257,1,,,
123260,1,,,
123261,1,,,
123262,1,,,
123263,1,,,
123265,1,,,
123268,3,9.0,,
123269,1,,,
123270,1,,,
123273,1,,,
123274,2,,,
123275,1,,,
123277,1,,,
123278,1,,,
123280,1,,,
123284,1,,,
123285,1,,,
123286,1,,,
123287,1,,,
123290,1,,,
123291,1,,,
123293,1,,,
123294,1,,,
123295,1,,,
123296,1,,,
123297,1,,,
123299,5,,,
123300,1,,,
123302,1,,,
123304,1,,,
123305,1,,,
123306,1,,,
123307,1,,,
123308,1,,,
123309,2,,,
123310,5,,,
123312,5,,,
123313,1,,,
123314,1,,,
123316,3,1.0,,
123317,1,,,
123319,1,,,
123321,1,,,
123322,1,,,
123323,1,,,
123325,1,,,
123327,1,,,
123328,1,,,
123329,2,,,
123331,1,,,
123333,1,,,
123334,2,,,
123335,2,,,
123336,1,,,
123337,1,,,
123338,3,6.0,,
123339,2,,,
123342,1,,,
123343,3,5.0,9.0,
123344,1,,,
123346,1,,,
123347,3,1.0,,
123349,1,,,
123350,3,2.0,,
123352,1,,,
123353,1,,,
123354,1,,,
123355,1,,,
123357,1,,,
123358,1,,,
123359,1,,,
123361,1,,,
123362,1,,,
123363,1,,,
123364,1,,,
123365,1,,,
123367,1,,,
123368,1,,,
123369,5,,,
123370,1,,,
123372,1,,,
123373,1,,,
123374,3,,,
123376,3,4.0,,
123377,3,,,
123379,1,,,
123380,1,,,
123381,1,,,
123382,1,,,
123383,1,,,
123385,1,,,
123386,1,,,
123390,1,,,
123392,1,,,
123393,1,,,
123395,1,,,
123397,1,,,
123398,3,,,
123401,1,,,
123402,1,,,
123403,1,,,
123404,1,,,
123407,2,,,
123410,1,,,
123411,1,,,
123412,1,,,
123414,1,,,
123415,1,,,
123417,1,,,
123418,1,,,
123419,5,,,
123421,1,,,
123422,1,,,
123423,1,,,
123425,2,,,
123427,1,,,
123429,1,,,
123431,1,,,
123432,1,,,
123434,1,,,
123436,1,,,
123437,1,,,
123438,1,,,
123440,1,,,
123441,1,,,
123442,1,,,
123443,1,,,
123446,1,,,
123448,1,,,
123450,1,,,
123451,5,,,
123452,1,,,
123453,1,,,
123454,1,,,
123455,2,,,
123456,1,,,
123457,1,,,
123458,1,,,
123459,1,,,
123460,1,,,
123461,1,,,
123463,1,,,
123464,1,,,
123467,1,,,
123468,5,,,
123470,2,,,
123471,1,,,
123472,1,,,
123473,1,,,
123475,1,,,
123476,1,,,
123478,1,,,
123480,1,,,
123481,2,,,
123482,1,,,
123483,1,,,
123485,1,,,
123486,1,,,
123487,5,,,
123488,1,,,
123493,2,,,
123494,1,,,
123495,1,,,
123497,1,,,
123498,3,1.0,4.0,
123499,1,,,
123500,1,,,
123501,1,,,
123503,1,,,
123504,1,,,
123506,1,,,
123509,1,,,
123510,1,,,
123511,1,,,
123512,1,,,
123513,1,,,
123514,1,,,
123516,1,,,
123517,1,,,
123518,1,,,
123521,2,,,
123524,1,,,
123525,1,,,
123526,1,,,
123527,1,,,
123528,1,,,
123529,1,,,
123530,1,,,
123531,1,,,
123532,1,,,
123533,1,,,
123534,2,,,
123536,1,,,
123538,2,,,
123539,1,,,
123540,1,,,
123541,1,,,
123542,3,1.0,,
123544,1,,,
123546,5,,,
123547,1,,,
123548,1,,,
123550,1,,,
123553,1,,,
123554,1,,,
123555,1,,,
123559,1,,,
123560,1,,,
123561,1,,,
123562,1,,,
123563,1,,,
123564,1,,,
123566,1,,,
123569,1,,,
123570,2,,,
123571,1,,,
123572,1,,,
123573,1,,,
123574,1,,,
123578,1,,,
123580,1,,,
123581,1,,,
123582,1,,,
123583,1,,,
123584,1,,,
123585,1,,,
123587,1,,,
123589,1,,,
123590,1,,,
123592,1,,,
123593,1,,,
123595,1,,,
123598,2,,,
123600,1,,,
123601,1,,,
123602,1,,,
123603,1,,,
123605,1,,,
123608,1,,,
123609,2,,,
123610,1,,,
123611,3,4.0,,
123612,5,,,
123615,1,,,
123616,1,,,
123618,1,,,
123619,1,,,
123621,1,,,
123622,1,,,
123624,1,,,
123625,1,,,
123627,3,,,
123628,1,,,
123629,1,,,
123630,1,,,
123634,1,,,
123636,1,,,
123639,1,,,
123641,3,,,
123642,1,,,
123644,1,,,
123645,3,1.0,,
123646,1,,,
123647,5,,,
123649,1,,,
123650,1,,,
123652,3,,,
123653,1,,,
123654,1,,,
123655,5,,,
123656,3,,,
123657,1,,,
123658,1,,,
123659,1,,,
123663,5,,,
123665,1,,,
123667,2,,,
123668,1,,,
123669,1,,,
123670,1,,,
123671,1,,,
123672,1,,,
123673,1,,,
123674,1,,,
123676,1,,,
123677,1,,,
123678,1,,,
123680,3,3.0,1.0,
123681,1,,,
123682,1,,,
123684,1,,,
123686,1,,,
123689,1,,,
123691,1,,,
123694,1,,,
123695,1,,,
123696,1,,,
123698,1,,,
123700,1,,,
123702,1,,,
123703,1,,,
123704,1,,,
123706,1,,,
123708,1,,,
123709,1,,,
123710,1,,,
123712,1,,,
123713,1,,,
123714,5,,,
123715,1,,,
123716,1,,,
123717,1,,,
123718,1,,,
123719,1,,,
123720,3,1.0,,
123721,1,,,
123726,1,,,
123728,1,,,
123729,1,,,
123730,1,,,
123731,1,,,
123734,1,,,
123738,1,,,
123739,1,,,
123740,1,,,
123742,1,,,
123745,1,,,
123747,1,,,
123749,1,,,
123752,3,1.0,3.0,
123755,1,,,
123756,1,,,
123757,1,,,
123758,1,,,
123759,1,,,
123760,1,,,
123761,1,,,
123762,1,,,
123764,1,,,
123765,1,,,
123767,1,,,
123768,5,,,
123769,1,,,
123770,1,,,
123772,1,,,
123773,1,,,
123776,1,,,
123778,1,,,
123780,1,,,
123782,1,,,
123783,1,,,
123785,1,,,
123786,1,,,
123787,1,,,
123788,1,,,
123790,1,,,
123792,1,,,
123793,2,,,
123794,5,,,
123795,1,,,
123799,1,,,
123801,1,,,
123802,1,,,
123803,5,,,
123804,1,,,
123805,1,,,
123807,1,,,
123808,1,,,
123809,2,,,
123811,3,9.0,,
123813,1,,,
123814,1,,,
123815,1,,,
123817,1,,,
123818,1,,,
123819,3,,,
123821,1,,,
123822,1,,,
123823,1,,,
123825,1,,,
123827,5,,,
123828,3,4.0,9.0,
123829,1,,,
123831,1,,,
123832,1,,,
123833,2,,,
123834,1,,,
123835,1,,,
123836,1,,,
123837,1,,,
123838,1,,,
123839,1,,,
123841,3,1.0,2.0,
123843,1,,,
123844,2,,,
123847,1,,,
123849,1,,,
123850,1,,,
123852,5,,,
123855,3,,,
123856,1,,,
123857,1,,,
123859,1,,,
123860,1,,,
123861,5,,,
123862,1,,,
123863,1,,,
123864,1,,,
123865,2,,,
123867,5,,,
123868,1,,,
123869,1,,,
123870,5,,,
123871,2,,,
123872,1,,,
123873,2,,,
123874,1,,,
123875,1,,,
123877,1,,,
123878,1,,,
123879,3,1.0,,
123880,1,,,
123881,1,,,
123883,2,,,
123884,1,,,
123885,1,,,
123886,1,,,
123888,1,,,
123890,1,,,
123891,1,,,
123892,1,,,
123893,1,,,
123894,5,,,
123897,1,,,
123898,1,,,
123899,1,,,
123900,1,,,
123902,1,,,
123903,1,,,
123905,1,,,
123906,1,,,
123907,1,,,
123908,1,,,
123909,1,,,
123910,1,,,
123912,2,,,
123913,1,,,
123915,1,,,
123916,1,,,
123918,1,,,
123919,1,,,
123920,1,,,
123921,3,,,
123922,1,,,
123926,1,,,
123928,1,,,
123929,1,,,
123930,1,,,
123932,1,,,
123934,3,9.0,,
123935,3,9.0,,
123936,1,,,
123937,1,,,
123938,1,,,
123939,1,,,
123943,1,,,
123944,1,,,
123946,5,,,
123947,1,,,
123948,1,,,
123949,1,,,
123951,1,,,
123952,1,,,
123953,1,,,
123954,1,,,
123956,1,,,
123957,1,,,
123959,5,,,
123960,1,,,
123961,1,,,
123964,3,,,
123965,5,,,
123966,1,,,
123967,1,,,
123968,5,,,
123969,1,,,
123970,2,,,
123973,1,,,
123975,1,,,
123976,1,,,
123977,1,,,
123982,1,,,
123983,1,,,
123987,1,,,
123989,1,,,
123990,1,,,
123991,1,,,
123993,1,,,
123995,1,,,
123996,1,,,
123997,2,,,
123998,1,,,
123999,1,,,
124001,1,,,
124002,1,,,
124004,1,,,
124005,1,,,
124007,3,4.0,7.0,
124008,3,,,
124009,1,,,
124010,1,,,
124011,1,,,
124012,1,,,
124013,1,,,
124014,1,,,
124015,1,,,
124017,1,,,
124019,1,,,
124020,1,,,
124021,1,,,
124022,3,9.0,,
124023,1,,,
124025,1,,,
124027,1,,,
124029,3,1.0,9.0,
124030,1,,,
124031,1,,,
124032,5,,,
124033,1,,,
124037,1,,,
124038,1,,,
124039,1,,,
124040,1,,,
124041,1,,,
124042,1,,,
124044,3,,,
124045,1,,,
124046,1,,,
124047,1,,,
124048,1,,,
124051,1,,,
124054,1,,,
124055,3,1.0,9.0,
124056,1,,,
124058,1,,,
124060,1,,,
124061,1,,,
124067,1,,,
124068,1,,,
124070,1,,,
124071,1,,,
124072,1,,,
124073,1,,,
124074,1,,,
124075,1,,,
124076,1,,,
124077,1,,,
124078,1,,,
124080,1,,,
124081,1,,,
124082,1,,,
124084,1,,,
124087,1,,,
124090,5,,,
124091,1,,,
124093,1,,,
124094,1,,,
124095,1,,,
124096,1,,,
124098,1,,,
124100,1,,,
124102,1,,,
124103,3,7.0,,
124104,5,,,
124106,1,,,
124107,1,,,
124108,2,,,
124111,1,,,
124112,3,4.0,,
124114,1,,,
124115,1,,,
124118,2,,,
124119,1,,,
124120,1,,,
124121,1,,,
124122,1,,,
124125,1,,,
124126,1,,,
124127,3,1.0,,
124130,1,,,
124131,1,,,
124132,1,,,
124134,1,,,
124135,1,,,
124137,3,,,
124139,2,,,
124140,1,,,
124142,1,,,
124143,1,,,
124144,1,,,
124145,1,,,
124146,1,,,
124147,1,,,
124149,1,,,
124150,1,,,
124151,1,,,
124152,1,,,
124153,1,,,
124154,1,,,
124156,1,,,
124157,1,,,
124158,1,,,
124161,1,,,
124162,1,,,
124163,1,,,
124164,1,,,
124165,3,3.0,,
124166,1,,,
124168,1,,,
124170,1,,,
124172,1,,,
124173,1,,,
124174,1,,,
124175,1,,,
124176,1,,,
124177,2,,,
124179,1,,,
124180,1,,,
124181,1,,,
124183,1,,,
124184,1,,,
124188,1,,,
124189,1,,,
124191,2,,,
124194,1,,,
124195,1,,,
124196,1,,,
124197,1,,,
124198,1,,,
124199,1,,,
124201,1,,,
124202,1,,,
124207,1,,,
124208,1,,,
124209,2,,,
124211,1,,,
124214,1,,,
124216,1,,,
124219,1,,,
124220,3,,,
124221,1,,,
124222,1,,,
124223,1,,,
124225,1,,,
124226,2,,,
124227,1,,,
124228,1,,,
124229,3,9.0,,
124231,1,,,
124232,1,,,
124233,2,,,
124234,1,,,
124237,1,,,
124238,1,,,
124239,1,,,
124240,1,,,
124241,1,,,
124242,1,,,
124243,1,,,
124244,1,,,
124246,1,,,
124248,1,,,
124249,1,,,
124252,1,,,
124253,1,,,
124255,1,,,
124256,1,,,
124258,3,1.0,,
124259,1,,,
124262,1,,,
124263,1,,,
124265,1,,,
124266,1,,,
124268,5,,,
124269,5,,,
124276,1,,,
124277,1,,,
124278,1,,,
124279,3,,,
124282,1,,,
124283,1,,,
124284,1,,,
124285,1,,,
124286,1,,,
124287,1,,,
124290,1,,,
124291,1,,,
124292,5,,,
124294,1,,,
124295,1,,,
124296,1,,,
124299,1,,,
124300,1,,,
124301,1,,,
124302,1,,,
124304,1,,,
124306,1,,,
124309,1,,,
124311,1,,,
124312,5,,,
124313,1,,,
124314,1,,,
124316,1,,,
124317,5,,,
124318,1,,,
124319,1,,,
124322,5,,,
124323,1,,,
124324,1,,,
124325,1,,,
124326,1,,,
124327,1,,,
124328,1,,,
124329,1,,,
124331,1,,,
124333,1,,,
124334,1,,,
124335,1,,,
124338,1,,,
124339,1,,,
124341,1,,,
124342,1,,,
124343,1,,,
124345,1,,,
124347,1,,,
124348,1,,,
124349,1,,,
124350,1,,,
124351,1,,,
124352,1,,,
124353,1,,,
124354,1,,,
124355,1,,,
124356,1,,,
124357,3,1.0,5.0,
124358,1,,,
124360,1,,,
124361,1,,,
124362,1,,,
124363,1,,,
124364,1,,,
124365,1,,,
124367,1,,,
124368,5,,,
124369,1,,,
124371,1,,,
124374,1,,,
124375,1,,,
124376,3,,,
124377,1,,,
124379,1,,,
124381,5,,,
124382,1,,,
124383,1,,,
124384,1,,,
124389,1,,,
124390,1,,,
124391,1,,,
124393,1,,,
124397,1,,,
124399,1,,,
124401,1,,,
124403,1,,,
124405,1,,,
124407,1,,,
124410,5,,,
124411,1,,,
124412,3,4.0,,
124415,1,,,
124417,1,,,
124418,1,,,
124419,1,,,
124422,1,,,
124424,1,,,
124426,1,,,
124427,1,,,
124428,2,,,
124429,3,,,
124430,1,,,
124431,1,,,
124432,1,,,
124433,1,,,
124435,1,,,
124436,3,,,
124439,1,,,
124440,1,,,
124441,1,,,
124442,1,,,
124444,5,,,
124445,3,4.0,9.0,
124448,1,,,
124450,5,,,
124451,5,,,
124453,1,,,
124454,1,,,
124455,1,,,
124461,1,,,
124463,1,,,
124466,3,7.0,,
124467,1,,,
124468,1,,,
124470,1,,,
124471,1,,,
124472,1,,,
124473,1,,,
124474,2,,,
124476,1,,,
124477,1,,,
124480,1,,,
124481,1,,,
124482,1,,,
124483,1,,,
124484,5,,,
124486,1,,,
124487,1,,,
124489,1,,,
124490,1,,,
124491,5,,,
124492,1,,,
124494,1,,,
124495,1,,,
124496,1,,,
124497,1,,,
124498,1,,,
124499,1,,,
124500,1,,,
124501,1,,,
124502,1,,,
124503,1,,,
124505,1,,,
124506,1,,,
124507,1,,,
124509,1,,,
124511,3,,,
124512,1,,,
124514,5,,,
124515,1,,,
124516,1,,,
124517,1,,,
124518,1,,,
124520,3,,,
124521,1,,,
124522,1,,,
124523,1,,,
124526,3,3.0,,
124527,2,,,
124529,1,,,
124530,1,,,
124531,1,,,
124534,1,,,
124535,1,,,
124537,5,,,
124538,1,,,
124539,1,,,
124540,1,,,
124541,2,,,
124543,1,,,
124544,1,,,
124545,1,,,
124546,1,,,
124547,1,,,
124549,1,,,
124550,1,,,
124551,1,,,
124552,1,,,
124553,3,,,
124554,1,,,
124555,1,,,
124556,1,,,
124558,1,,,
124559,2,,,
124560,1,,,
124562,1,,,
124564,1,,,
124565,1,,,
124567,1,,,
124569,1,,,
124571,1,,,
124573,3,4.0,9.0,
124574,1,,,
124576,1,,,
124577,1,,,
124580,1,,,
124582,3,1.0,3.0,
124583,3,3.0,,
124584,1,,,
124585,1,,,
124587,1,,,
124588,3,,,
124591,1,,,
124594,3,,,
124596,1,,,
124597,1,,,
124598,1,,,
124599,1,,,
124600,1,,,
124601,1,,,
124602,1,,,
124603,1,,,
124604,1,,,
124605,1,,,
124606,1,,,
124607,2,,,
124608,1,,,
124609,1,,,
124611,1,,,
124612,2,,,
124613,1,,,
124614,1,,,
124615,1,,,
124616,1,,,
124617,1,,,
124619,1,,,
124620,1,,,
124621,1,,,
124623,1,,,
124624,1,,,
124625,1,,,
124629,3,,,
124630,1,,,
124631,1,,,
124633,3,5.0,,
124635,1,,,
124636,1,,,
124637,1,,,
124638,1,,,
124640,1,,,
124641,1,,,
124642,1,,,
124643,1,,,
124647,1,,,
124648,1,,,
124649,1,,,
124650,1,,,
124653,3,1.0,,
124654,1,,,
124655,1,,,
124656,1,,,
124657,1,,,
124658,3,3.0,,
124659,1,,,
124660,1,,,
124662,1,,,
124668,1,,,
124669,3,9.0,,
124670,1,,,
124671,3,4.0,,
124673,1,,,
124674,3,,,
124677,5,,,
124678,1,,,
124679,1,,,
124680,5,,,
124681,1,,,
124686,1,,,
124689,1,,,
124690,1,,,
124692,1,,,
124694,3,4.0,,
124696,3,4.0,,
124697,1,,,
124698,1,,,
124699,1,,,
124700,1,,,
124702,2,,,
124703,3,7.0,,
124704,1,,,
124710,1,,,
124711,1,,,
124712,1,,,
124714,1,,,
124715,5,,,
124717,1,,,
124718,1,,,
124719,1,,,
124724,1,,,
124726,1,,,
124727,2,,,
124728,3,,,
124731,1,,,
124732,5,,,
124733,1,,,
124734,1,,,
124735,1,,,
124736,1,,,
124737,1,,,
124739,1,,,
124740,1,,,
124743,1,,,
124744,1,,,
124746,1,,,
124747,1,,,
124748,1,,,
124749,1,,,
124751,1,,,
124753,1,,,
124755,1,,,
124756,1,,,
124757,5,,,
124758,1,,,
124759,1,,,
124761,1,,,
124765,1,,,
124766,1,,,
124767,1,,,
124768,1,,,
124769,5,,,
124771,1,,,
124772,1,,,
124774,1,,,
124775,1,,,
124776,5,,,
124777,3,4.0,,
124779,1,,,
124780,1,,,
124783,1,,,
124784,1,,,
124786,1,,,
124787,1,,,
124788,1,,,
124789,1,,,
124790,1,,,
124792,1,,,
124793,1,,,
124794,1,,,
124795,1,,,
124798,3,1.0,,
124799,1,,,
124800,1,,,
124801,2,,,
124802,1,,,
124803,1,,,
124805,1,,,
124807,1,,,
124811,3,,,
124812,1,,,
124813,3,4.0,,
124814,1,,,
124815,2,,,
124816,1,,,
124817,5,,,
124819,1,,,
124821,1,,,
124822,1,,,
124823,1,,,
124824,1,,,
124826,1,,,
124828,1,,,
124829,1,,,
124830,2,,,
124832,1,,,
124833,1,,,
124838,3,1.0,,
124840,5,,,
124841,1,,,
124842,1,,,
124843,1,,,
124845,1,,,
124847,2,,,
124851,1,,,
124852,1,,,
124853,1,,,
124854,1,,,
124855,1,,,
124858,1,,,
124859,1,,,
124862,1,,,
124863,1,,,
124864,1,,,
124865,1,,,
124867,1,,,
124868,1,,,
124872,1,,,
124874,1,,,
124875,1,,,
124877,1,,,
124878,1,,,
124879,5,,,
124881,1,,,
124885,1,,,
124886,1,,,
124888,1,,,
124893,1,,,
124894,1,,,
124895,3,5.0,,
124897,1,,,
124898,1,,,
124899,1,,,
124901,1,,,
124903,1,,,
124904,3,,,
124908,1,,,
124909,2,,,
124911,1,,,
124913,1,,,
124914,1,,,
124916,1,,,
124917,1,,,
124919,1,,,
124920,1,,,
124921,1,,,
124923,5,,,
124926,1,,,
124928,1,,,
124929,5,,,
124931,1,,,
124932,3,4.0,,
124933,1,,,
124938,1,,,
124939,1,,,
124940,3,7.0,,
124941,1,,,
124942,1,,,
124943,1,,,
124945,3,,,
124947,1,,,
124948,1,,,
124953,1,,,
124955,1,,,
124956,1,,,
124958,1,,,
124960,1,,,
124962,1,,,
124965,1,,,
124967,1,,,
124968,1,,,
124969,2,,,
124970,3,4.0,,
124971,1,,,
124973,1,,,
124974,3,,,
124977,1,,,
124980,1,,,
124982,1,,,
124983,3,,,
124984,1,,,
124985,1,,,
124987,1,,,
124988,1,,,
124990,1,,,
124994,1,,,
124995,1,,,
124996,1,,,
124997,3,1.0,3.0,
124998,1,,,
124999,1,,,
125000,3,6.0,,
125003,1,,,
125004,1,,,
125005,1,,,
125006,1,,,
125007,3,1.0,,
125008,3,,,
125010,1,,,
125015,1,,,
125016,1,,,
125020,1,,,
125021,1,,,
125022,1,,,
125024,1,,,
125030,1,,,
125031,1,,,
125032,1,,,
125034,1,,,
125036,1,,,
125046,2,,,
125047,1,,,
125049,1,,,
125050,1,,,
125051,1,,,
125052,1,,,
125054,1,,,
125056,3,3.0,,
125057,1,,,
125058,1,,,
125059,1,,,
125060,1,,,
125062,1,,,
125064,1,,,
125066,2,,,
125067,5,,,
125068,3,,,
125069,1,,,
125070,1,,,
125071,1,,,
125075,1,,,
125076,1,,,
125079,3,3.0,,
125080,1,,,
125082,1,,,
125085,1,,,
125086,1,,,
125087,1,,,
125088,3,,,
125089,1,,,
125090,1,,,
125092,1,,,
125094,1,,,
125095,1,,,
125096,1,,,
125097,1,,,
125098,3,,,
125100,1,,,
125101,5,,,
125102,1,,,
125103,5,,,
125104,3,4.0,,
125106,1,,,
125107,1,,,
125110,3,3.0,,
125112,1,,,
125113,1,,,
125114,1,,,
125115,1,,,
125116,1,,,
125117,1,,,
125118,1,,,
125119,1,,,
125120,1,,,
125121,3,7.0,,
125122,1,,,
125124,1,,,
125125,1,,,
125127,3,1.0,5.0,6.0
125128,1,,,
125129,1,,,
125130,1,,,
125131,1,,,
125132,1,,,
125133,1,,,
125134,3,4.0,,
125135,1,,,
125137,1,,,
125139,1,,,
125140,1,,,
125141,1,,,
125142,1,,,
125144,1,,,
125149,1,,,
125151,1,,,
125152,1,,,
125156,5,,,
125157,1,,,
125161,1,,,
125162,1,,,
125163,1,,,
125164,5,,,
125168,2,,,
125169,1,,,
125171,1,,,
125174,5,,,
125175,1,,,
125176,1,,,
125177,1,,,
125178,5,,,
125179,1,,,
125180,1,,,
125181,1,,,
125183,1,,,
125185,1,,,
125186,1,,,
125188,1,,,
125190,1,,,
125192,1,,,
125193,3,,,
125195,3,,,
125198,1,,,
125199,1,,,
125200,1,,,
125201,1,,,
125202,3,,,
125204,1,,,
125205,1,,,
125206,1,,,
125209,1,,,
125210,3,3.0,,
125211,1,,,
125212,1,,,
125213,1,,,
125214,1,,,
125215,3,4.0,,
125216,3,9.0,,
125217,1,,,
125218,1,,,
125220,1,,,
125222,1,,,
125225,1,,,
125226,1,,,
125227,1,,,
125228,1,,,
125230,2,,,
125238,1,,,
125239,5,,,
125240,1,,,
125241,3,3.0,,
125242,1,,,
125243,1,,,
125244,2,,,
125245,1,,,
125246,3,2.0,1.0,
125247,1,,,
125250,1,,,
125251,1,,,
125252,1,,,
125253,1,,,
125254,3,4.0,,
125257,1,,,
125258,1,,,
125259,5,,,
125260,1,,,
125261,1,,,
125262,1,,,
125263,1,,,
125264,5,,,
125265,1,,,
125266,1,,,
125267,2,,,
125268,1,,,
125271,1,,,
125274,1,,,
125275,3,4.0,,
125276,1,,,
125280,1,,,
125282,1,,,
125283,1,,,
125285,1,,,
125286,1,,,
125288,1,,,
125289,1,,,
125291,1,,,
125292,1,,,
125293,1,,,
125294,1,,,
125295,3,1.0,,
125296,1,,,
125297,1,,,
125298,5,,,
125299,3,,,
125301,1,,,
125302,1,,,
125304,1,,,
125305,1,,,
125307,1,,,
125309,1,,,
125310,1,,,
125311,1,,,
125312,1,,,
125313,1,,,
125315,1,,,
125319,1,,,
125323,1,,,
125324,1,,,
125326,1,,,
125329,3,3.0,,
125331,1,,,
125333,1,,,
125336,1,,,
125337,1,,,
125340,1,,,
125341,1,,,
125342,1,,,
125345,1,,,
125346,1,,,
125349,1,,,
125350,3,3.0,,
125351,3,4.0,,
125352,1,,,
125353,1,,,
125354,1,,,
125355,3,1.0,,
125356,1,,,
125357,1,,,
125360,1,,,
125362,5,,,
125363,1,,,
125366,1,,,
125367,1,,,
125369,1,,,
125371,1,,,
125372,5,,,
125373,5,,,
125375,1,,,
125377,1,,,
125378,1,,,
125379,1,,,
125380,1,,,
125381,1,,,
125382,5,,,
125383,1,,,
125384,1,,,
125385,3,,,
125386,1,,,
125387,3,4.0,,
125389,1,,,
125391,1,,,
125395,1,,,
